[ ]  66  GX  Leo  8.2v, 9.7b    1120.2 +1259.5  35 Mly       9.1'x4.1'
[ ]  67  OC  Cnc  6.9v          0851.4 +1149.0  2.7 kly      29.0'
[ ]  68  GC  Hyd  7.3v          1239.5 -2644.6  32.3         11.0'
[ ]  69  GC  Sag  7.7v          1831.4 -3220.9  25.4 kly     10.0'
[ ]  70  GC  Sag  7.8v          1843.2 -3217.5  28.0 kly     8.0'
[ ]  71  GC  Sgt  8.4v          1953.8 +1846.7  11.7 kly     7.2'
[ ]  72  GC  Aqu  9.3v          2053.5 -1232.2  52.8 kly     6.0'
[ ]  73  **  Aqu  9.0v          2058.9 -1238.1  --           2.8'
[ ]  74  GX  Psc  10.2v, 10.0b  0136.7 +1547.0  35 kly       10.5'x9.5'
[ ]  75  GC  Sag  8.6v          2006.1 -2155.4  57.7 kly     7.0'
[ ]  76  PN  Per  10.1v, 12.2p  0142.3 +5134.5  3.4 kly      2.7'x1.8'
[ ]  77  GX  Cet  8.9v, 9.6b    0242.7 -0000.8  60 Mly       7.1'x6.0'
[ ]  78  BN  Ori  10.3v         0546.7 +0003.5  1.6 kly      8'x6'
[ ]  79  GC  Lep  7.7v          0524.2 -2431.5  39.8 kly     6.0'
[ ]  80  GC  Sco  7.7v          1617.1 -2258.5  27.4 kly     8.9'
[ ]  81  GX  UMj  6.8v, 7.9b    0955.6 +6904.0  11 Mly       27.1'x14.2'
[ ]  82  GX  UMj  8.4v, 9.3b    0955.9 +6941.0  11 Mly       11.3'x4.2'
[ ]  83  GX  Hyd  7.6v, 8.2b    1337.0 -2952.1  15 Mly       12.8'x11.4'
[ ]  84  GX  Vir  10.1b, 9.3v   1225.1 +1253.2  60 Mly       6.4'x5.5'
[ ]  85  GX  Com  9.1v          1225.4 +1811.4  60 Mly       7.1'x5.5'
[ ]  86  GX  Vir  9.8b, 9.7v    1226.2 +1256.8  60 Mly       8.9'x5.7'
[ ]  87  GX  Vir  9.6b, 9.2v    1230.8 +1223.4  60 Mly       7.4'x6.0'
[ ]  88  GX  Com  10.4b, 10.2v  1232.0 +1425.3  60 Mly       7.0'x3.7'
[ ]  89  GX  Vir  10.7b, 9.5v   1235.7 +1233.4  60 Mly       3.5'x3.5'
[ ]  90  GX  Vir  10.3b, 10.0v  1236.8 +1309.8  60 Mly       9.6'x4.3'
[ ]  91  GX  Com  11.0b, 9.5v   1235.4 +1429.8  60 Mly       5.4'x4.2'
[ ]  92  GC  Her  6.5v          1717.1 +4308.2  26.1 kly     14.0'
[ ]  93  OC  Pup  6.0v          0744.5 -2351.2  3.6 kly      22.0'
[ ]  94  GX  CVn  7.9v, 9.0b    1250.9 +4107.2  14.5 Mly     14.3'x12.1'
[ ]  95  GX  Leo  10.4v, 10.5b  1044.0 +1142.2  38 Mly       7.5'x5.0'
[ ]  96  GX  Leo  9.1v, 10.1b   1046.8 +1149.3  38 Mly       7.6'x5.2'
[ ]  97  PN  UMj  9.9v, 12.0p   1114.8 +5501.1  2.6 kly      3.4'x3.3'
[ ]  98  GX  Com  11.7v, 11.0b  1213.8 +1454.0  60 Mly       9.8'x2.7'
[ ]  99  GX  Com  10.1v         1218.8 +1425.0  60 Mly       5.4'x4.7'
[ ] 100  GX  Com  10.6v, 10.1b  1222.9 +1549.4  60 Mly       7.5'x6.3'
[ ] 101  GX  UMj  9.6v, 8.3b    1403.2 +5420.9  24 Mly       28.9'x26.9'
[ ] 102  GX  Dra  10.0v, 10.7b  1506.5 +5545.8  40 Mly       6.4'x2.8'
[ ] 103  OC  Cas  7.4v          0133.4 +6039.5  8 kly        6.0'
[ ] 104  GX  Vir  8.7v, 9.0b    1240.0 -1137.4  50 Mly       8.8'x3.5'
[ ] 105  GC  Leo  9.2v, 10.2b   1047.8 +1234.9  38 Mly       5.4'x4.8'
[ ] 106  GX  CVn  8.6v, 9.1b    1219.0 +4719.7  25 Mly       18.8'x7.3'
[ ] 107  GC  Oph  7.8v          1632.5 -1303.7  19.6 kly     11.0'
[ ] 108  GX  UMj  10.7v, 10.7b  1111.5 +5540.3  45 Mly       8.7'x2.2'
[ ] 109  GX  UMj  10.8v, 10.6b  1157.6 +5322.5  55 Mly       7.6'x4.6'
[ ] 110  GX  And  8.9b, 9.4v    0040.4 +4141.2  2.2 Mly      21.9'x10.9'

